통신사,AP 설치장소명(국문),서비스 분류,광역시도(국문),시군구(국문),지번주소(국문),도로명주소(국문),위도,경도
KT,현대시장,서민/복지시설,경기도,성남시 수정구,태평3동 3683,수정북로 18,37.441674,127.131951
KT,경기노인보호전문기관,서민/복지시설,경기도,성남시 중원구,성남동 3100,원터로118번길 18-1,37.4331157,127.140546
KT,단대마트시장(단대쇼핑센터)_본관-금광동,서민/복지시설,경기도,성남시 중원구,금광동 10,광명로 289,37.44462521,127.1580685
KT,도촌종합사회복지관-도촌동,서민/복지시설,경기도,성남시 중원구,도촌동 647,도촌북로 92,37.41515347,127.1590458
KT,상대원3동복지회관,서민/복지시설,경기도,성남시 중원구,상대원3동 870,박석로80번길 10,37.440016,127.166249
KT,상대원시장,서민/복지시설,경기도,성남시 중원구,상대원동 2985-1,희망로344번길 6,37.4359902,127.1587448
KT,성남남한산성시장,서민/복지시설,경기도,성남시 중원구,은행동 1553,산성대로 526,37.457341,127.164576
KT,성남시 노인보건센터,서민/복지시설,경기도,성남시 중원구,상대원동 269-10,금상로 137,37.4420437,127.1705953
KT,성남시아리움독거노인복지센터-성남동,서민/복지시설,경기도,성남시 중원구,성남동 3292,광명로 46,37.43356494,127.1342858
KT,성남시청,관공서,경기도,성남시 중원구,여수동 200,성남대로 997,37.4198931,127.1264067
KT,성남시청-동관,관공서,경기도,성남시 중원구,여수동 200,성남대로 997,37.41988536,127.1264214
KT,순효노인요양원,서민/복지시설,경기도,성남시 중원구,성남동 3207,산성대로 94,37.433307,127.12963
KT,에덴의집,서민/복지시설,경기도,성남시 중원구,금광동 2353,금빛로42번길 9-1,37.4459992,127.1686689
KT,영생관리사업소-본관,서민/복지시설,경기도,성남시 중원구,갈현동 122,순암로 800,37.42015,127.183149
KT,영생관리사업소-장례식장,서민/복지시설,경기도,성남시 중원구,갈현동 122,순암로 800,37.420836,127.183063
KT,영생관리사업소-하늘누리 제2추모원,서민/복지시설,경기도,성남시 중원구,갈현동 122,순암로 800,37.420606,127.183084
KT,은행2동제2복지회관-은행2동,서민/복지시설,경기도,성남시 중원구,은행동 1034,은이로27번길 9,37.45731273,127.167621
KT,은행2동제3복지회관-은행동,서민/복지시설,경기도,성남시 중원구,은행동 1722-4,산성대로516번길 16-4,37.45601223,127.1646569
KT,은행동청소년문화의집,서민/복지시설,경기도,성남시 중원구,은행2동 1417-1,산성대로516번길 24,37.455654,127.165695
KT,중원구 보건소,서민/복지시설,경기도,성남시 중원구,상대원동 269-10,금상로 137,37.4420437,127.1705953
KT,중원구청(대회의실 교육장),관공서,경기도,성남시 중원구,성남동 3129,제일로 30,37.4304959,127.1371553
KT,중원구청(전산실),관공서,경기도,성남시 중원구,성남동 3129,제일로 30,37.4304959,127.1371553
KT,중원구청(종합민원실),관공서,경기도,성남시 중원구,성남동 3129,제일로 30,37.4304959,127.1371553
KT,중원구청(체력단련실),관공서,경기도,성남시 중원구,성남동 3129,제일로 30,37.4304959,127.1371553
KT,청소년상담복지센터,서민/복지시설,경기도,성남시 중원구,여수동 213,성남대로997번길 25-11 (여수동),37.432494,127.133851
KT,하대원동복지회관-하대원동,서민/복지시설,경기도,성남시 중원구,하대원동 155-8,마지로155번길 27,37.42782711,127.1494331
KT,하대원시장,서민/복지시설,경기도,성남시 중원구,하대원동 266-1~3,마지로 118,37.4274462,127.1422162
KT,황송노인종합복지관,서민/복지시설,경기도,성남시 중원구,상대원동 279-7,금상로 132,37.441756,127.1692747
KT,권선청소년수련관,서민/복지시설,경기도,수원시 권선구,권선동 1190,덕영대로1201번길 42 (권선동),37.2511924,127.0232355
KT,늘봄실버밸리요양원-권선동,서민/복지시설,경기도,수원시 권선구,권선동 945-1,세지로126번길 47-22,37.263121,127.0229302
KT,로뎀요양원-권선동,서민/복지시설,경기도,수원시 권선구,권선동 1048,세권로195번길 20-4,37.25602013,127.0261023
KT,무지개홈스쿨-권선동,서민/복지시설,경기도,수원시 권선구,권선동 1171-5,동수원로 299,37.25625175,127.0361755
KT,수원시 여성문화공간-休,서민/복지시설,경기도,수원시 권선구,권선동 1311-2,동수원로224번길 10 (권선동),37.250926,127.024913
KT,수원시 휴먼서비스센터-권선동,서민/복지시설,경기도,수원시 권선구,권선동 1166,권선로 768,37.25669184,127.0348951
KT,수원시오목천동 장애인주간보호시설-오목천동,서민/복지시설,경기도,수원시 권선구,오목천동 197,서수원로 124,37.23886746,126.9722176
KT,하늘터지역아동센터-권선동,서민/복지시설,경기도,수원시 권선구,권선동 939-6,효원로 188,37.26377707,127.0223712
KT,호매실장애인종합복지관-호매실동,서민/복지시설,경기도,수원시 권선구,호매실동 1385,호매실로211,37.26315494,126.9566694
KT,광교종합사회복지관-이의동,서민/복지시설,경기도,수원시 영통구,이의동 1259-4,대학2로 41,37.29936466,127.0466268
KT,광교청소년수련관,서민/복지시설,경기도,수원시 영통구,이의동 1342,도청로17번길 24 (이의동),37.2859662,127.0530308
KT,구매탄시장,서민/복지시설,경기도,수원시 영통구,매탄동 172-120,매여울로53번길 50-4 (매탄동),37.2726535,127.0421427
KT,니도그룹홈-매탄동,서민/복지시설,경기도,수원시 영통구,매탄동 231-87,산남로29번길 7,37.26575514,127.0485226
KT,브솔그룹홈-매탄동,서민/복지시설,경기도,수원시 영통구,매탄동 1211-1,동탄원천로 1089,37.26813796,127.0556494
KT,수원시 장애인종합복지관-이의동,서민/복지시설,경기도,수원시 영통구,이의동 1088-13,창룡대로 255,37.29581102,127.0362034
KT,수원시영통도서관,지역문화시설,경기도,수원시 영통구,영통동,천명로 151,37.2566,127.0738
KT,수원우편집중국,관공서,경기도,수원시 영통구,영통동 997,청명남로 57,37.254254,127.076185
KT,한국장애인교육문화협회 수원시지회-매탄동,서민/복지시설,경기도,수원시 영통구,매탄동 1169-4,매탄로 53-1,37.25617104,127.0405491
KT,경기도장애인자립생활센터협의회 수원시지부-영화동,서민/복지시설,경기도,수원시 장안구,영화동 389-2,수성로 308,37.29130761,127.0059591
KT,국민체육센타,지역문화시설,경기도,수원시 장안구,비산동 466-2,경수대로 893 (조원동),37.2980564,127.0109772
KT,마르따의집-천천동,서민/복지시설,경기도,수원시 장안구,천천동 569,정자로19번길 18,37.3010913,126.9798059
KT,몬띠의집-천천동,서민/복지시설,경기도,수원시 장안구,천천동 569,정자로19번길 18,37.3010913,126.9798059
KT,북수원장애인주간보호시설-파장동,서민/복지시설,경기도,수원시 장안구,파장동 472-5,파장천로44번길 27,37.30903653,126.9973694
KT,연무사회복지관,서민/복지시설,경기도,수원시 장안구,연무동 260-33,창룡대로151번길 2 (연무동),37.281984,127.017002
KT,조원시장,서민/복지시설,경기도,수원시 장안구,조원동 767,송정로187번길 35-1 (조원동),37.281984,127.017002
KT,청솔노인복지관,서민/복지시설,경기도,수원시 장안구,정자1동 286,장안로 174,37.299162,126.997302
KT,수원시장애인가족지원센터-화서동,서민/복지시설,경기도,수원시 팔달구,화서동 410-6,수성로 120,37.28373461,126.9860667
KT,수원시평생학습관,지역문화시설,경기도,수원시 팔달구,우만동 582,월드컵로381번길 36 (우만동),37.281984,127.017002
KT,수원청소년문화센터,서민/복지시설,경기도,수원시 팔달구,인계동 334-1,권광로 293 (인계동),37.273898,127.034975
KT,시민상가(영동),서민/복지시설,경기도,수원시 팔달구,영동 10-18,팔달구 팔달문로4번길 19,37.2766666,127.0179831
KT,우만종합사회복지관,서민/복지시설,경기도,수원시 팔달구,우만동 301,"창룡대로210번길 13 (우만동, 주공3단지아파트)",37.281984,127.017002
KT,팔달문시장,서민/복지시설,경기도,수원시 팔달구,영동 5-1,팔달문로 8 (영동),37.281984,127.017002
KT,시흥시노인종합복지관,서민/복지시설,경기도,시흥시,능곡동 765,장현능곡로 214,37.36857005,126.8134076
KT,시흥시청소년수련관-대야동,서민/복지시설,경기도,시흥시,대야동 571-2,은행로 179,37.44604195,126.7972902
KT,시흥시평생학습센터-대야동,서민/복지시설,경기도,시흥시,대야동 571-3,은행로173번길 14,37.44534162,126.7966231
KT,신천동주민센터-신천동,관공서,경기도,시흥시,신천동 765-5,신천로89-18,37.43840485,126.7849897
KT,정왕3동주민센터-정왕동,관공서,경기도,시흥시,정왕동 1866-1,정왕대로53번길 38,37.35761022,126.7264439
KT,정왕4동주민센터-정왕동,관공서,경기도,시흥시,정왕동 1878-13,함송로29번길 23,37.36543005,126.7322811
KT,정왕보건지소-정왕동,서민/복지시설,경기도,시흥시,정왕동 1799-5,정왕대로233번길 19,37.34681456,126.7402293
KT,경기도-단원구-대부동주민센터,관공서,경기도,안산시 단원구,대부북동 467,대부중앙로 97-10,37.2435357,126.5850923
KT,경기도-단원구-와동주민센터,관공서,경기도,안산시 단원구,와동 280-1,선부로 273,37.34160837,126.8256533
KT,경기도-단원구-원곡1동주민센터,관공서,경기도,안산시 단원구,원곡동 821-1,원선로 31,37.3279102,126.7969581
KT,경기도-단원구-원곡2동주민센터,관공서,경기도,안산시 단원구,원곡동 936,원선로 93,37.3320061,126.8021692
KT,고잔1동주민센터-고잔1동,관공서,경기도,안산시 단원구,고잔동 659-6,화정천동로 252,37.32717486,126.8191109
KT,단원구노인복지관-선부동,서민/복지시설,경기도,안산시 단원구,선부동 1077-9,선부광장1로 134,37.33222901,126.810645
KT,선부1동주민센터-선부동,관공서,경기도,안산시 단원구,선부동 964-4,선부광장서로 47,37.33430573,126.8044561
KT,안산시청-단원보건소,서민/복지시설,경기도,안산시 단원구,고잔동 515,화랑로 387,37.32212584,126.831565
KT,안산시청-석수골작은도서관,지역문화시설,경기도,안산시 단원구,선부2동 1159,석수로9길 20,37.3483401,126.8044197
KT,와동주민센터-와동,관공서,경기도,안산시 단원구,와동 280-1,선부로 273,37.34160837,126.8256533
KT,경기도-상록구-반월동주민센터,관공서,경기도,안산시 상록구,건건동 641-2,건건로 51-1,37.30597236,126.9023076
KT,경기도-상록구-본오2동주민센터,관공서,경기도,안산시 상록구,본오동 796-4,각골로 75,37.29620545,126.8723558
KT,상록구노인복지관-성포동,서민/복지시설,경기도,안산시 상록구,성포동 589,고잔로 162,37.31764886,126.844242
KT,면사무소-고덕면사무소-1,관공서,경기도,안성시,고삼면 가유리 252-1,고삼면 안성맞춤대로 1970,37.0857827,127.2607577
KT,면사무소-금광면사무소-1,관공서,경기도,안성시,금광면 내우리 1-1,금광면 금광오산로 228,36.99224233,127.3149645
KT,면사무소-미양면사무소-1,관공서,경기도,안성시,미양면 양지리 190,미양면 양지길 29,36.97537714,127.2151068
KT,면사무소-삼죽면사무소-1,관공서,경기도,안성시,삼죽면 용월리 27-8,삼죽면 삼죽로 112,37.08141769,127.3852498
KT,면사무소-서운면사무소-1,관공서,경기도,안성시,서운면 인리 107,서운면 서운중앙길 23,36.94317955,127.2601272
KT,안성시-안성보건소,서민/복지시설,경기도,안성시,도기동 67-21,강변로74번길 18,37.00018179,127.269965
KT,안성시여성회관-1,서민/복지시설,경기도,안성시,도기동 55-7,강변로74번길 19-7,37.00052446,127.2714312
KT,라온마당,지역문화시설,경기도,양평군,양근리 400-1,양평읍 양근로147번길 20,37.4919109,127.4890167
KT,보건소,서민/복지시설,경기도,양평군,양평읍 양근리 533-1,양평읍 마유산로 17,37.49709402,127.4865455
KT,양평 아케이드,서민/복지시설,경기도,양평군,양평읍 양근리 302-1,양평읍 양평시장1길 3-2,37.489381,127.492188
KT,양평군청 별관1,관공서,경기도,양평군,양평읍 양근리 448-8,양평읍 군청앞길 2,37.491749,127.487853
KT,양평군청 별관2,관공서,경기도,양평군,양평읍 양근리 448-8,양평읍 군청앞길 2,37.491749,127.487853
KT,양평군청 본관1,관공서,경기도,양평군,양평읍 양근리 448-8,양평읍 군청앞길 2,37.491781,127.487606
KT,양평군청 본관2,관공서,경기도,양평군,양평읍 양근리 448-8,양평읍 군청앞길 2,37.491781,127.487606
KT,양평우체국,관공서,경기도,양평군,양평읍 양근리 321-2,양평읍 해오름길 15,37.4888361,127.4904668
KT,양평재래시장,서민/복지시설,경기도,양평군,양근리 166-8,양평읍 양평장터길 15,37.490334,127.508846
KT,용문전통시장,서민/복지시설,경기도,양평군,용문면 신점리 379-3,용문면 용문산로 628,37.545114,127.58419
KT,백학면사무소,관공서,경기도,연천군,백학면 두일리 367-5,백학면 청정로 534,38.0299775,126.9173452
KT,상현1동주민센터,관공서,경기도,용인시 수지구,상현1동 839,상현로 71,37.304704,127.0813358
KT,신봉동주민센터,관공서,경기도,용인시 수지구,신봉동 898,수지로 215,37.3206639,127.083534
KT,용인수지우체국,관공서,경기도,용인시 수지구,풍덕천동 1087,문정로 3 ,37.3203859,127.095985
KT,고천동 청소년수련관,서민/복지시설,경기도,의왕시,고천동 100,문화공원로 47 (고천동),37.3428115,126.9725077
KT,사랑채 노인복지관,서민/복지시설,경기도,의왕시,내손동 644-1,복지로 109,37.38729,126.981189
KT,아름채 노인복지관,서민/복지시설,경기도,의왕시,고천동 100,문화공원로 47,37.342748,126.972481
KT,경기도립 평택도서관,지역문화시설,경기도,평택시,서정동 770,서정북로125번길 103,37.0727716,127.0633285
KT,반월아트홀,지역문화시설,경기도,포천시,군내면 하성북리 610,군내면 청성로 111,37.89594499,127.2122368
KT,소흘국민체욱센터,지역문화시설,경기도,포천시,이동교리 194-17,호국로523번길 59-90,37.8211445,127.1272435
KT,아트밸리-관리실,지역문화시설,경기도,포천시,신북면 기지리 282,신북면 아트밸리로 234,37.9234896,127.241614
KT,여성회관 3층,서민/복지시설,경기도,포천시,군내면 하성북리 610,군내면 청성로 111,37.89594499,127.2122368
KT,일동시외버스터미널,교통시설,경기도,포천시,일동면 기산리 91-209,일동면 화동로 1065-1,37.95841885,127.3181397
KT,종합운동장,지역문화시설,경기도,포천시,군내면 구읍리 691,군내면 호국로 1518,37.888556,127.2006201
KT,창수교육문화센터,지역문화시설,경기도,포천시,창수면 추동리 73-2,창수면 옥수로72번길 3,37.99061661,127.1836945
KT,포천시립가산도서관,지역문화시설,경기도,포천시,가산면 마산리 601-1,가산면 선마로 223,37.84854152,127.1862092
KT,포천시립소흘도서관,지역문화시설,경기도,포천시,소흘읍 소흘읍 송우리 728-7,소흘읍 송우로 101-29,37.82961629,127.137563
KT,주민센타_덕풍2동,관공서,경기도,하남시,덕풍2동 348-27,신장로189번길 14-8,37.54217126,127.1989279
KT,주민센타_초이동,관공서,경기도,하남시,초이동 276-5,초이로 65,37.5366109,127.1709211
KT,하남시청,관공서,경기도,하남시,신장동 520,대청로 10,37.5390473,127.2146567
KT,거제119안전센타,관공서,경상남도,거제시,거제면 서상리 767-5,거제남서로 3429,34.8472987,128.5890544
KT,거제고용지원센터,관공서,경상남도,거제시,장평동 141-1,장평4로 63,34.8871769,128.6086259
KT,거제도서관,지역문화시설,경상남도,거제시,고현동 511,계룡로7길 2,34.8788833,128.6229868
KT,거제박물관,지역문화시설,경상남도,거제시,옥포2동 1565,거제대로 3791,34.8940711,128.6862034
KT,거제우체국,관공서,경상남도,거제시,신현읍 고현리 693-1,거제중앙로17길 19,34.884042,128.623263
KT,구조라유람선터미널농협CD기-구조라유람선터미널농협CD기,관공서,경상남도,거제시,일운면 구조라리 81-2,일운면 구조라로 37,34.80527626,128.6950977
KT,구조하해수욕장 해경출장소-구조하해수욕장 해경출장소,관광/편의시설,경상남도,거제시,일운면 구조라리 500-1,일운면 거제대로 2056,34.80886274,128.6912548
KT,도장포유람선터미널-도장포유람선터미널,교통시설,경상남도,거제시,남부면 갈곶리 292-6,남부면 도장포1길 55,34.74199204,128.6626816
KT,마전동사무소,관공서,경상남도,거제시,장승포동 561-3,마전8길 15,34.8601859,128.7232393
KT,신현119안전센타,관공서,경상남도,거제시,상동동 476-14,계룡로 52,34.8758442,128.6268855
KT,애광원,서민/복지시설,경상남도,거제시,장승포동 521-4,거제대로 3063,34.8672912,128.7213375
KT,어구마을회관,관공서,경상남도,거제시,"둔덕면 어구리 91,-1",둔덕면 어구길 2,34.8207985,128.5059679
KT,옥포 종합사회복지관,서민/복지시설,경상남도,거제시,옥포동 660-4,옥포대첩로 84,34.8940111,128.6961005
KT,옥포2동동사무소,관공서,경상남도,거제시,옥포2동 1291-7,옥포로25길 20,34.8966159,128.687522
KT,일운면사무소,관공서,경상남도,거제시,일운면 지세포리 926-2,지세포4길 7,34.829669,128.703119
KT,학동오토캠핑장-학동오토캠핑장,관광/편의시설,경상남도,거제시,동부면 학동리 240-1,동부면 거제중앙로 32,34.77783924,128.6402695
KT,가북면사무소,관공서,경상남도,거창군,우혜리 1890-2,용암로 17-16,35.762745,127.9932695
KT,거창 가조면사무소,관공서,경상남도,거창군,가조면 마상리 345-3,가조면 장군봉1길 8,35.7109755,128.014815
KT,거창 남상면사무소,관공서,경상남도,거창군,남상면 무촌리 632-2,남상면 인평길 36,35.6431294,127.9103049
KT,거창 웅양면사무소,관공서,경상남도,거창군,웅양면 노현리 223-2,웅양면 웅양로 1431,35.8052666,127.9177021
KT,거창군 보건소,서민/복지시설,경상남도,거창군,거창읍 송정리 21-0,강남로1길 170 ,35.6825553,127.9100393
KT,거창군청(1층),관공서,경상남도,거창군,거창읍 상림리 64,거창읍 중앙로 103,35.6865924,127.9095349
KT,거창군청(2층),관공서,경상남도,거창군,거창읍 상림리 64,거창읍 중앙로 103,35.6865924,127.9095349
KT,거창군청(3층),관공서,경상남도,거창군,거창읍 상림리 64,거창읍 중앙로 103,35.6865924,127.9095349
KT,거창군청(4층),관공서,경상남도,거창군,거창읍 상림리 64,거창읍 중앙로 103,35.6865924,127.9095349
KT,거창군청(5층),관공서,경상남도,거창군,거창읍 상림리 64,거창읍 중앙로 103,35.6865924,127.9095349
KT,거창군청(지하1층),관공서,경상남도,거창군,거창읍 상림리 64,거창읍 중앙로 103,35.6865924,127.9095349
KT,거창소방서,관공서,경상남도,거창군,거창읍 대평리 1359-1,거창읍 거함대로 3324,35.6776449,127.9231432
KT,거창우체국,관공서,경상남도,거창군,거창읍 상림리 75-1,중앙로 89,35.6857842,127.9084186
KT,거창읍사무소,관공서,경상남도,거창군,거창읍 상림리 820,거열로 90 ,35.6878165,127.9038157
KT,고제면사무소,관공서,경상남도,거창군,고제면 농산리 754-3,고제면 입석1길 14,35.814816,127.871431
KT,북상면사무소,관공서,경상남도,거창군,북상면 갈계리 1391-3,송계로 710 ,35.7775513,127.819174
KT,신원면사무소,관공서,경상남도,거창군,신원면 과정리 187-7,신차로 3067 ,35.5678142,127.925275
KT,위천면사무소,관공서,경상남도,거창군,위천면 장기리 511-2,원학길 324 ,35.7494452,127.8332626
KT,경상남도청소년수련원,서민/복지시설,경상남도,고성군,하이면 덕명리 121,하이면 자란만로 646,34.90792929,128.1516882
KT,고성공룡시장,관광/편의시설,경상남도,고성군,고성읍 성내리 212-3,고성읍 성내로112번길 75-8,34.97265768,128.3233885
KT,고성군청(경남),관공서,경상남도,고성군,성내리 198,성내로 130,34.9730784,128.3221456
KT,고성군청소년문화의집,서민/복지시설,경상남도,고성군,고성읍 교사리 377,고성읍 교사4길 11,34.9783027,128.3093774
KT,고성시장,관광/편의시설,경상남도,고성군,고성읍 서외리 1-6,고성읍 중앙로25번길 57,34.97713219,128.3230181
KT,고성우체국,관공서,경상남도,고성군,고성읍 성내리 2-17,중앙로25번길 30 ,34.9755461,128.3238622
KT,건강지원센터(김해),서민/복지시설,경상남도,김해시,부곡동 1157-8,능동로 149,35.2022736,128.8073458
KT,김해동상시장,서민/복지시설,경상남도,김해시,동상동 881-1,구지로 180번길 25,35.2361402,128.8833969
KT,김해시 농업기술센터,관공서,경상남도,김해시,전하동 900,전하로 198번길 102,35.2134186,128.8706742
KT,김해시 동부노인종합복지관,서민/복지시설,경상남도,김해시,삼방동 838,신어산길 46,35.2576205,128.9068237
KT,김해시 장애인종합복지관,서민/복지시설,경상남도,김해시,삼계동 32,삼계로 140,35.2614793,128.8775911
KT,김해시청 별관,관공서,경상남도,김해시,부원동 623,김해대로 2401,35.2283364,128.889197
KT,김해시청-본관,관공서,경상남도,김해시,부원동 623,김해대로 2401,35.2283364,128.889197
KT,김해연지수변공원-연지공원,관광/편의시설,경상남도,김해시,내동 106-1,신흥로362번길 51,35.24604415,128.8689752
KT,김해우체국,관공서,경상남도,김해시,전하동 44번지,전하로176번길 83,35.2240187,128.8742845
KT,대동보건지소,서민/복지시설,경상남도,김해시,대동면 초정리 952-478,대동면 동남로 41번길 25-32,35.2340211,128.993415
KT,삼방전통시장,서민/복지시설,경상남도,김해시,삼방동 666-1,삼안로 255번길 1,35.2505348,128.9096927
KT,상동보건지소,서민/복지시설,경상남도,김해시,상동면 대감리 599-4,상동면 상동로 556번길 7-1,35.3076808,128.9312534
KT,생림보건지소,서민/복지시설,경상남도,김해시,생림면 봉림리 1000,생림면 봉림로 40,35.3422724,128.8461305
KT,장유2동주민센터,관공서,경상남도,김해시,삼문동 88-10,능동로 43,35.1971333,128.7977431
KT,장유3동주민센터,관공서,경상남도,김해시,관동동 357-2,관동로 25,35.1776813,128.8060837
KT,진례보건지소,서민/복지시설,경상남도,김해시,진례면 송정리 265-4,진례면 송현로 26,35.248626,128.750847
KT,한림보건지소,서민/복지시설,경상남도,김해시,한림면 장방리 1955-3,한림면 한림로 401번길 6-20,35.322375,128.8011483
KT,남해군 장애인복지센터,서민/복지시설,경상남도,남해군,남해읍 남변리 96-2,남해읍 에코파크길 7,34.8326938,127.9029042
KT,남해군노인복지관,서민/복지시설,경상남도,남해군,남해읍 아산리 349,남해읍 망운로 44,34.8382746,127.8895916
KT,남해군청,관공서,경상남도,남해군,남해읍 서변리 24,남해읍 망운로9번길 12,34.8374801,127.8925189
KT,남해사랑의집,서민/복지시설,경상남도,남해군,남해읍 입현리 913-26,남해읍 남해대로 2602-19,34.8269516,127.9129416
KT,남해소망의집,서민/복지시설,경상남도,남해군,남해읍 평현리 1893-1,남해읍 스포츠로 287,34.81707342,127.8781959
KT,남해시외버스터미널,교통시설,경상남도,남해군,남해읍 북변리 316-3,남해읍 남해대로 2835,34.841972,127.898488
KT,남해여성능력개발센터,서민/복지시설,경상남도,남해군,남해읍 아산리 357-3,남해읍 망운로30번길 8,34.8388947,127.8911077
KT,남해우체국,관공서,경상남도,남해군,남해읍 북변리 97-8번지,남해읍 화전로78번길 6,34.8379362,127.8947077
KT,남해유스호스텔,관광/편의시설,경상남도,남해군,삼동면 금송리 140-1,삼동면 동부대로 1542-12,34.82984728,128.0320767
KT,남해자애원,서민/복지시설,경상남도,남해군,남해읍 아산리 258-2,남해읍 망운로10번가길22,34.84061267,127.8907254
KT,남해장애인근로센터 가온누리,서민/복지시설,경상남도,남해군,이동면 초음리 1388-3,이동면 남해대로 2364-11,34.8163031,127.9336508
KT,미조면다목적회관,서민/복지시설,경상남도,남해군,미조면 미조리 104-9,미조면 미송로 55,34.71229336,128.0461885
KT,삼동면복지회관,서민/복지시설,경상남도,남해군,삼동면 지족리 179,삼동면 동부대로 1830,34.83010313,128.0023427
KT,이동면복지회관,서민/복지시설,경상남도,남해군,이동면 무림리 1045,이동면 무림로68번길 10,34.7996269,127.9527872
KT,이동보건지소,서민/복지시설,경상남도,남해군,이동면 무림리 1042,이동면 무림로 64-5,34.7998138,127.9531921
KT,한려해상국립공원(복곡탐방지원센터),관광/편의시설,경상남도,남해군,이동면 신전리 산 112-2,이동면 보리암로 246,34.774956,127.984871
KT,한려해상국립공원(복곡터미널 만남의광장),관광/편의시설,경상남도,남해군,이동면 신전리 산 112-2,이동면 보리암로 246,34.774901,127.984806
KT,화방동산,서민/복지시설,경상남도,남해군,고현면 대곡리 1152-1,고현면 화방로 211,34.86599286,127.8691225
KT,밀양내이동우체국,관공서,경상남도,밀양시,내이동 908,약산로 53,35.4929541,128.7507909
KT,밀양보건소,서민/복지시설,경상남도,밀양시,삼문동 159-1,삼문중앙로 41,35.4856185,128.7561277
KT,밀양시립도서관,지역문화시설,경상남도,밀양시,삼문동 184-11,중앙로 265,35.4868018,128.7548047
KT,밀양시종합사회복지관,서민/복지시설,경상남도,밀양시,삼문동 34-13,중앙로 218,35.4836569,128.7589623
KT,밀양시청소년수련관,서민/복지시설,경상남도,밀양시,삼문동 4-19,삼문송림길 26,35.4883323,128.7581524
KT,밀양우체국,관공서,경상남도,밀양시,가곡동 597-5,중앙로 84,35.4747785,128.7688626
KT,시각장애인심부름센터 밀양분소,서민/복지시설,경상남도,밀양시,가곡동 718-1 성원프라자9차 3층(301호),가곡15길 4,35.4798214,128.7631491
KT,곤양버스터미널,교통시설,경상남도,사천시,곤양면 성내리 97-2,곤양면 성내로 2,35.05747598,127.9609347
KT,곤양보건지소,서민/복지시설,경상남도,사천시,곤양면 서정리 998-1,곤양면 성내공원길 11,35.05557339,127.9589833
KT,금성 복지회관(녹차원 문화센타),서민/복지시설,경상남도,사천시,곤명면 금성리 1096,곤명면 금성들길 55,35.1408942,127.9687874
KT,다문화가족지원센터,서민/복지시설,경상남도,사천시,동금동 405-6,동금로 12,34.93166636,128.0766472
KT,사천선구동우체국,관공서,경상남도,사천시,선구동 12-20번지,중앙로 50,34.935783,128.076504
KT,사천시 농업인 복지회관,서민/복지시설,경상남도,사천시,사천읍 사주리 154-2,사천읍 진삼로 1317-13,35.07137451,128.0792333
KT,사천시외버스터미널,교통시설,경상남도,사천시,사천읍 수석리 270-1,사천읍 진삼로 1468,35.08223704,128.0865165
KT,사천우체국,관공서,경상남도,사천시,사천읍 수석리 259-9,사천읍 진삼로 1486,35.0837835,128.0861276
KT,삼천포도서관,지역문화시설,경상남도,사천시,좌룡동 300-32,삼천포대교로 622,34.9532537,128.0772536
KT,삼천포시외버스터미널,교통시설,경상남도,사천시,벌리동 69,중앙로 158,34.93939044,128.0805484
KT,삼천포종합사회복지관,서민/복지시설,경상남도,사천시,죽림동 581-14,임내길 36,34.969416,128.065147
KT,서금동 복지센터,서민/복지시설,경상남도,사천시,서금동 101-67,박재삼길 27,34.92575577,128.0743637
KT,서부사회복지관,서민/복지시설,경상남도,사천시,곤양면 서정리 1000-2,곤양면 곤북로 20,35.055842,127.958887
KT,신수도보건진료소,서민/복지시설,경상남도,사천시,신수동 227-8,신수서길 1-9,34.9027291,128.0748948
KT,신수출장소,관공서,경상남도,사천시,신수동 42,신수서길 1-52,34.903495,128.074481
KT,축동복지회관,서민/복지시설,경상남도,사천시,축동면 사다리 33,축동면 서삼로 1725,35.10965229,128.0852087
KT,남부통합보건지소(경남),서민/복지시설,경상남도,산청군,신안면 하정리 932-1,원지강변로 101,35.3012224,127.9744129
KT,산청군청,관공서,경상남도,산청군,산청읍 옥산리 465-3,산청읍 산엔청로 1,35.4155857,127.8734263
KT,산청보건소,서민/복지시설,경상남도,산청군,지리 797,산청읍 중앙로 97,35.4160103,127.884081
KT,이레마을,서민/복지시설,경상남도,산청군,산청읍 차탄리 361-8,동의보감로312번길 176-57,35.4413553,127.859796
KT,황매산청소년야영장,서민/복지시설,경상남도,산청군,차황면 법평리 315,차황면 황매산로 1126-7,35.472429,127.960923
KT,부산국제우체국,관공서,경상남도,양산시,동면 석산리 1422-1,동면 남양산1길 30,35.3262269,129.0310529
KT,양산우체국,관공서,경상남도,양산시,신기동 424-17,중앙로 252,35.3526162,129.0420331
KT,웅상도서관,지역문화시설,경상남도,양산시,주진동 산63-15,웅상대로 1009-2,35.3894721,129.1553096
KT,농협 의령군지부,관공서,경상남도,의령군,의령읍 중동리 269-2,의령읍 충익로 58,35.3212764,128.2621744
KT,소방교육훈련대강당,관공서,경상남도,의령군,가례면 개승리 200,가례면 가례로 677,35.376384,128.232955
KT,의령우체국,관공서,경상남도,의령군,의령읍 중동리 417-1,의령읍 충익로 21,35.317929,128.261821
KT,건강가정지원센터(다문화),서민/복지시설,경상남도,진주시,신안동 419-4,진양호로 305,35.18055,128.065363
